player_id,date,time,slot,deposit_amount,withdraw_amount,games_played,loyalty_points
2,2023-10-16,01:22:40,S1,49052,19394,55,628.148
2,2023-10-16,16:31:34,S2,46702,30685,61,648.662
2,2023-10-17,08:16:52,S1,8535,6480,93,138.405
2,2023-10-17,19:12:22,S2,24934,43460,86,483.84
2,2023-10-18,05:49:03,S1,3106,20856,51,145.54
2,2023-10-18,22:12:34,S2,15422,19658,77,267.90999999999997
2,2023-10-19,01:24:32,S1,19798,24214,36,326.25
2,2023-10-19,14:23:33,S2,16945,30884,79,339.67
2,2023-10-20,09:19:08,S1,23533,43860,99,474.43
2,2023-10-20,13:48:35,S2,6028,30386,34,219.01000000000002
2,2023-10-21,10:27:22,S1,12646,41048,15,334.70000000000005
2,2023-10-21,23:52:04,S2,42559,32590,77,613.9090000000001
2,2023-10-22,09:15:50,S1,43429,2906,2,489.74300000000005
2,2023-10-22,20:28:27,S2,24671,34658,92,438.4
2,2023-10-23,05:26:08,S1,13084,34602,43,312.45000000000005
2,2023-10-23,21:23:30,S2,39208,1753,51,448.49999999999994
2,2023-10-24,02:56:35,S1,17441,27476,69,325.59
2,2023-10-24,23:25:49,S2,49907,29221,25,670.861
2,2023-10-25,01:30:54,S1,16504,11976,100,249.44799999999998
2,2023-10-25,22:42:50,S2,24659,28337,47,397.67499999999995
2,2023-10-26,10:42:08,S1,16140,18923,89,273.815
2,2023-10-26,15:35:05,S2,569,3133,45,30.355
2,2023-10-27,01:07:32,S1,40791,248,21,453.89300000000003
2,2023-10-27,21:48:32,S2,22587,26922,68,374.08000000000004
2,2023-10-28,09:55:01,S1,38632,41110,100,611.87
2,2023-10-28,13:06:05,S2,9337,29821,31,248.67499999999998
2,2023-10-29,03:35:29,S1,14834,34109,55,329.885
2,2023-10-29,20:12:06,S2,5434,23514,76,187.11
2,2023-10-30,07:32:54,S1,43142,10127,7,516.47
2,2023-10-30,18:48:24,S2,20369,22563,33,323.105
2,2023-10-31,04:28:01,S1,41845,33406,33,600.519
2,2023-10-31,22:54:33,S2,37379,14257,64,480.99700000000007
3,2023-10-01,09:06:39,S1,5728,26181,5,189.185
3,2023-10-01,19:58:32,S2,48832,23648,1,631.944
3,2023-10-02,07:18:03,S1,29593,2512,91,353.771
3,2023-10-02,15:38:01,S2,31142,10598,29,390.754
3,2023-10-03,03:58:10,S1,36054,44016,54,591.42
3,2023-10-03,20:54:36,S2,25756,39941,32,463.66499999999996
3,2023-10-04,07:19:01,S1,32973,27662,14,476.151
3,2023-10-04,21:52:52,S2,17298,46051,64,416.035
3,2023-10-05,09:57:14,S1,29559,12172,44,382.63700000000006
3,2023-10-05,16:34:51,S2,39420,21554,47,529.236
3,2023-10-06,03:53:13,S1,44760,12528,98,562.072
3,2023-10-06,15:29:01,S2,48810,2964,47,558.166
3,2023-10-07,09:50:47,S1,46581,31556,58,650.215
3,2023-10-07,23:28:37,S2,49507,32604,55,685.993
3,2023-10-08,09:45:30,S1,8305,26950,51,228.0
3,2023-10-08,13:01:08,S2,13371,8256,59,191.90500000000003
3,2023-10-09,00:18:53,S1,28290,31368,84,456.54
3,2023-10-09,20:27:36,S2,31902,37458,7,507.7099999999999
3,2023-10-10,03:10:19,S1,20643,19671,88,323.357
3,2023-10-10,17:07:35,S2,25841,11421,94,348.73500000000007
3,2023-10-11,05:19:30,S1,12042,1457,76,153.49
3,2023-10-11,16:22:38,S2,5054,16330,90,150.19
3,2023-10-12,00:34:48,S1,4657,11799,92,123.965
3,2023-10-12,23:09:53,S2,15541,12175,9,221.45100000000002
3,2023-10-13,07:29:53,S1,39402,23206,57,537.646
3,2023-10-13,21:15:15,S2,36849,3299,33,425.13500000000005
3,2023-10-14,03:30:17,S1,7484,32042,21,239.25
3,2023-10-14,23:29:45,S2,32828,47509,27,571.225
3,2023-10-15,00:36:58,S1,18201,2856,43,220.23499999999999
3,2023-10-15,16:58:49,S2,31585,10139,54,398.79100000000005
3,2023-10-16,03:20:30,S1,29329,20694,76,420.59499999999997
3,2023-10-16,14:04:48,S2,28833,31619,2,446.82499999999993
3,2023-10-17,01:27:50,S1,29769,26600,83,450.459
3,2023-10-17,15:20:13,S2,3989,21139,87,162.985
3,2023-10-18,09:13:31,S1,45108,12225,92,563.4879999999999
3,2023-10-18,17:04:38,S2,11114,23443,51,238.555
3,2023-10-19,00:04:06,S1,10632,36852,35,297.58
3,2023-10-19,12:28:15,S2,33061,20077,11,446.179
3,2023-10-20,00:22:44,S1,27303,23374,63,406.42900000000003
3,2023-10-20,19:16:41,S2,8432,34789,14,261.065
3,2023-10-21,03:10:30,S1,317,48691,35,253.625
3,2023-10-21,21:50:19,S2,39077,6811,6,458.291
3,2023-10-22,07:37:23,S1,25348,14824,68,351.72400000000005
3,2023-10-22,14:28:19,S2,42642,33267,38,609.73
3,2023-10-23,05:26:05,S1,18956,31555,48,356.93500000000006
3,2023-10-23,18:10:48,S2,26279,6740,81,332.229
3,2023-10-24,06:45:43,S1,38325,33388,82,571.527
3,2023-10-24,14:19:59,S2,17838,23605,53,307.005
3,2023-10-25,06:20:44,S1,35531,12016,49,448.705
3,2023-10-25,23:46:50,S2,7906,19128,29,180.5
3,2023-10-26,09:28:34,S1,34694,42487,27,564.775
3,2023-10-26,15:01:09,S2,47005,46455,100,722.875
3,2023-10-27,01:44:56,S1,6030,27956,96,219.28000000000003
3,2023-10-27,20:11:29,S2,22494,25063,21,354.455
3,2023-10-28,00:14:18,S1,15442,33061,27,325.125
3,2023-10-28,17:57:15,S2,4986,12530,4,113.30999999999999
3,2023-10-29,01:02:55,S1,40410,11596,94,509.6940000000001
3,2023-10-29,18:28:46,S2,16544,33642,75,348.65
3,2023-10-30,03:24:03,S1,30939,33457,34,483.47499999999997
3,2023-10-30,21:33:59,S2,19291,18741,21,291.365
3,2023-10-31,09:03:20,S1,27594,29608,12,426.38
3,2023-10-31,20:54:33,S2,28373,21176,93,415.40700000000004
4,2023-10-01,06:32:47,S1,45768,31442,12,631.616
4,2023-10-01,15:41:01,S2,23847,9990,89,320.07700000000006
4,2023-10-02,03:50:51,S1,584,45859,36,242.335
4,2023-10-02,15:37:31,S2,27137,8536,66,345.851
4,2023-10-03,10:44:31,S1,16705,40937,91,389.935
4,2023-10-03,12:38:28,S2,41109,37673,53,613.4910000000001
4,2023-10-04,09:45:55,S1,32822,23597,90,473.43000000000006
4,2023-10-04,22:08:58,S2,9897,12791,92,181.32500000000002
4,2023-10-05,07:37:01,S1,967,3595,1,27.845000000000002
4,2023-10-05,19:31:57,S2,46543,24720,19,614.6529999999999
4,2023-10-06,02:23:16,S1,34743,37492,96,554.09
4,2023-10-06,21:29:25,S2,48695,29003,74,666.457
4,2023-10-07,02:29:23,S1,9228,37063,90,295.595
4,2023-10-07,18:16:34,S2,30950,11662,39,394.898
4,2023-10-08,10:16:26,S1,29835,25364,58,441.24100000000004
4,2023-10-08,12:08:22,S2,11622,20055,47,225.895
4,2023-10-09,03:36:57,S1,2393,7818,45,72.02000000000001
4,2023-10-09,14:33:57,S2,33704,15820,9,435.82400000000007
4,2023-10-10,05:29:39,S1,8079,16968,72,180.03
4,2023-10-10,13:37:32,S2,41605,16607,23,528.6830000000001
4,2023-10-11,08:29:45,S1,30187,25859,4,436.293
4,2023-10-11,21:54:58,S2,21659,46172,85,464.45000000000005
4,2023-10-12,04:53:39,S1,30422,20786,7,419.18600000000004
4,2023-10-12,17:36:44,S2,33688,44732,50,570.54
4,2023-10-13,03:43:50,S1,39804,1905,22,449.864
4,2023-10-13,15:55:37,S2,9387,33919,56,274.665
4,2023-10-14,08:24:23,S1,3868,32818,56,213.97
4,2023-10-14,19:20:15,S2,2177,10012,1,72.03
4,2023-10-15,11:53:37,S1,7411,24869,88,216.05499999999998
4,2023-10-15,17:32:12,S2,12889,2731,95,171.703
4,2023-10-16,07:20:20,S1,13592,12207,77,213.74
4,2023-10-16,21:48:00,S2,42923,38401,62,638.157
4,2023-10-17,00:57:31,S1,29604,40741,93,518.345
4,2023-10-17,14:57:25,S2,398,29174,96,169.05
4,2023-10-18,07:32:56,S1,32267,20008,75,449.96900000000005
4,2023-10-18,23:10:12,S2,37577,34067,15,552.615
4,2023-10-19,07:03:50,S1,46882,484,47,527.038
4,2023-10-19,17:10:09,S2,596,43260,18,225.86
4,2023-10-20,02:30:38,S1,27896,7110,98,354.896
4,2023-10-20,14:36:35,S2,24030,34007,52,420.735
4,2023-10-21,04:46:17,S1,16805,48934,48,422.32000000000005
4,2023-10-21,15:13:21,S2,22266,22249,60,345.92199999999997
4,2023-10-22,08:59:13,S1,49108,18901,88,633.392
4,2023-10-22,12:19:50,S2,17153,17972,78,276.99
4,2023-10-23,08:18:27,S1,29782,16610,75,409.04200000000003
4,2023-10-23,16:54:00,S2,37135,2524,40,426.581
4,2023-10-24,01:18:04,S1,4702,45738,67,289.10999999999996
4,2023-10-24,19:45:02,S2,37726,10936,90,476.73
4,2023-10-25,10:01:59,S1,45435,22010,29,593.6249999999999
4,2023-10-25,17:26:50,S2,6393,16414,86,163.2
4,2023-10-26,11:35:56,S1,46197,27410,85,634.807
4,2023-10-26,12:45:20,S2,47705,43592,15,702.123
4,2023-10-27,06:11:57,S1,36261,31393,4,525.243
4,2023-10-27,13:06:40,S2,42650,121,74,484.434
4,2023-10-28,06:37:09,S1,49187,47699,92,750.253
4,2023-10-28,18:47:36,S2,2750,36255,48,218.375
4,2023-10-29,10:00:53,S1,15547,8597,70,219.40499999999997
4,2023-10-29,21:42:05,S2,25182,21392,92,380.96999999999997
4,2023-10-30,11:20:25,S1,13480,31361,76,306.805
4,2023-10-30,19:05:23,S2,28007,20750,48,400.677
4,2023-10-31,03:00:28,S1,14917,6225,40,196.98700000000002
4,2023-10-31,15:08:30,S2,44768,11787,47,548.996
5,2023-10-01,03:03:58,S1,16946,22336,68,294.74
5,2023-10-01,14:10:54,S2,26143,43283,65,490.845
5,2023-10-02,00:02:44,S1,31903,38131,12,512.085
5,2023-10-02,16:05:41,S2,38966,2842,22,444.394
5,2023-10-03,10:02:14,S1,4553,27917,5,186.115
5,2023-10-03,22:39:44,S2,30107,34728,27,480.11
5,2023-10-04,03:31:18,S1,10061,47919,95,359.205
5,2023-10-04,15:12:00,S2,5189,32668,49,225.03000000000003
5,2023-10-05,03:19:07,S1,13839,5004,23,176.84500000000003
5,2023-10-05,21:12:27,S2,32944,41426,94,555.3699999999999
5,2023-10-06,09:13:31,S1,22249,31134,11,380.36
5,2023-10-06,21:23:32,S2,8172,9389,1,128.86499999999998
5,2023-10-07,11:42:57,S1,1169,5877,38,48.675000000000004
5,2023-10-07,22:37:50,S2,5527,21875,57,176.04500000000002
5,2023-10-08,03:15:38,S1,48453,17700,70,617.783
5,2023-10-08,20:57:12,S2,43535,43337,57,663.633
5,2023-10-09,00:02:39,S1,46192,24518,27,611.584
5,2023-10-09,23:16:24,S2,14805,42500,53,371.15000000000003
5,2023-10-10,10:48:37,S1,17127,47034,8,408.0400000000001
5,2023-10-10,14:46:59,S2,28680,36260,2,468.5
5,2023-10-11,00:32:56,S1,15415,44588,84,393.89000000000004
5,2023-10-11,15:23:49,S2,2738,17656,13,118.25999999999999
5,2023-10-12,01:43:55,S1,27663,47232,18,516.39
5,2023-10-12,21:19:48,S2,43185,24052,44,580.043
5,2023-10-13,00:17:52,S1,26426,24395,39,396.06600000000003
5,2023-10-13,14:08:25,S2,21874,46924,6,454.56
5,2023-10-14,07:19:28,S1,3597,46084,15,269.39
5,2023-10-14,13:32:55,S2,46059,45581,81,705.173
5,2023-10-15,10:40:25,S1,37647,28833,26,534.649
5,2023-10-15,19:41:21,S2,14663,19319,20,247.225
5,2023-10-16,05:51:33,S1,24267,42105,23,457.7950000000001
5,2023-10-16,18:46:16,S2,39113,17511,7,501.68699999999995
5,2023-10-17,08:56:24,S1,3075,24650,63,166.6
5,2023-10-17,19:12:14,S2,21587,42329,12,429.91499999999996
5,2023-10-18,01:49:38,S1,49505,17097,64,625.7429999999999
5,2023-10-18,21:46:00,S2,36273,1068,34,410.075
5,2023-10-19,08:40:35,S1,33259,40971,4,538.245
5,2023-10-19,16:01:36,S2,21703,5257,68,273.36100000000005
5,2023-10-20,03:40:25,S1,21595,41371,69,436.6050000000001
5,2023-10-20,15:54:32,S2,5608,12549,57,130.225
5,2023-10-21,10:03:47,S1,27458,23986,41,406.18199999999996
5,2023-10-21,22:31:05,S2,6359,17913,25,158.155
5,2023-10-22,03:21:29,S1,37832,8588,69,464.304
5,2023-10-22,12:53:47,S2,541,21358,23,116.8
5,2023-10-23,10:40:40,S1,44919,49668,61,709.73
5,2023-10-23,13:07:30,S2,33918,15936,35,443.842
5,2023-10-24,00:27:50,S1,4415,48483,22,290.965
5,2023-10-24,20:05:49,S2,40262,37398,58,604.0740000000001
5,2023-10-25,06:41:06,S1,25443,1333,48,294.80500000000006
5,2023-10-25,14:01:35,S2,29316,5733,96,364.60800000000006
5,2023-10-26,09:16:44,S1,44151,39171,41,650.5450000000001
5,2023-10-26,22:36:14,S2,35376,39605,15,554.785
5,2023-10-27,02:10:08,S1,46637,2585,53,533.947
5,2023-10-27,20:16:37,S2,7109,47724,40,317.71000000000004
5,2023-10-28,08:02:47,S1,11991,48162,89,378.52000000000004
5,2023-10-28,14:11:33,S2,29298,19883,3,402.4100000000001
5,2023-10-29,09:44:07,S1,15440,22991,13,271.95500000000004
5,2023-10-29,19:34:21,S2,8346,45995,78,329.035
5,2023-10-30,00:13:31,S1,38679,15194,84,503.045
5,2023-10-30,17:41:22,S2,2992,32401,8,193.525
5,2023-10-31,08:15:57,S1,29717,10852,56,381.495
5,2023-10-31,14:13:47,S2,38891,28731,80,558.725
6,2023-10-01,02:58:00,S1,11423,39399,61,323.425
6,2023-10-01,22:13:59,S2,34485,36922,27,534.86
6,2023-10-02,01:36:44,S1,17745,26147,49,317.98500000000007
6,2023-10-02,23:16:52,S2,10051,6110,99,154.80100000000002
6,2023-10-03,01:14:08,S1,19151,34306,56,374.23999999999995
6,2023-10-03,17:41:30,S2,35469,19066,74,481.223
6,2023-10-04,01:00:19,S1,34259,20431,73,473.173
6,2023-10-04,20:06:47,S2,42406,2121,74,489.75000000000006
6,2023-10-05,01:04:16,S1,12712,866,5,144.29600000000002
6,2023-10-05,15:33:33,S2,32205,8752,97,408.66299999999995
6,2023-10-06,01:04:42,S1,36140,13905,14,455.9600000000001
6,2023-10-06,15:15:42,S2,13342,29521,58,292.625
6,2023-10-07,01:52:11,S1,4778,12664,84,127.89999999999999
6,2023-10-07,22:31:19,S2,3096,19157,1,126.94500000000001
6,2023-10-08,09:00:42,S1,19275,4375,34,236.32500000000002
6,2023-10-08,13:53:30,S2,36292,2752,7,411.62
6,2023-10-09,00:55:22,S1,23939,12678,33,320.6410000000001
6,2023-10-09,21:45:13,S2,29474,14523,68,395.90600000000006
6,2023-10-10,04:07:17,S1,33297,8731,61,413.39099999999996
6,2023-10-10,17:13:01,S2,115,44358,77,238.34
6,2023-10-11,02:09:17,S1,23513,43399,96,471.325
6,2023-10-11,13:03:40,S2,35204,8798,39,430.23600000000005
6,2023-10-12,05:22:01,S1,18849,39451,44,394.545
6,2023-10-12,18:32:48,S2,17691,33282,52,353.71999999999997
6,2023-10-13,01:30:25,S1,10616,19533,84,220.625
6,2023-10-13,19:54:36,S2,22712,3222,37,270.12
6,2023-10-14,05:54:35,S1,28277,31966,82,459.0
6,2023-10-14,12:42:27,S2,39996,22612,68,544.004
6,2023-10-15,02:52:21,S1,31796,20420,73,446.036
6,2023-10-15,17:54:50,S2,12328,15326,54,210.71
6,2023-10-16,01:21:56,S1,40639,23658,25,546.661
6,2023-10-16,18:04:19,S2,7100,39116,56,277.78000000000003
6,2023-10-17,06:52:28,S1,11332,42884,64,340.54
6,2023-10-17,23:17:05,S2,40584,19995,46,535.6040000000002
6,2023-10-18,09:47:41,S1,22202,44161,72,457.225
6,2023-10-18,12:06:23,S2,21472,19495,18,317.772
6,2023-10-19,07:19:09,S1,8859,9150,22,138.74
6,2023-10-19,19:52:37,S2,48986,21249,99,643.6419999999999
6,2023-10-20,08:50:17,S1,39983,26785,93,565.553
6,2023-10-20,20:24:38,S2,18165,9210,14,239.45500000000004
6,2023-10-21,11:07:11,S1,37200,32092,21,541.768
6,2023-10-21,22:07:31,S2,15055,39443,65,360.765
6,2023-10-22,06:06:01,S1,22705,5618,12,274.627
6,2023-10-22,16:52:09,S2,47407,25102,37,629.285
6,2023-10-23,00:21:36,S1,33331,32126,96,514.345
6,2023-10-23,14:44:10,S2,30372,27313,55,454.34400000000005
6,2023-10-24,00:45:05,S1,19470,19435,57,303.31
6,2023-10-24,22:08:04,S2,21478,7696,76,282.24199999999996
6,2023-10-25,05:29:58,S1,35243,44404,8,576.0500000000001
6,2023-10-25,12:30:08,S2,3270,33253,93,217.56500000000003
6,2023-10-26,02:36:09,S1,29146,156,41,329.42999999999995
6,2023-10-26,19:22:54,S2,36483,2900,88,430.51300000000003
6,2023-10-27,02:27:56,S1,33724,2181,30,385.688
6,2023-10-27,23:40:43,S2,3848,10523,62,103.495
6,2023-10-28,01:59:12,S1,25193,16589,79,359.279
6,2023-10-28,17:43:19,S2,29664,18329,17,403.0199999999999
6,2023-10-29,02:16:38,S1,47377,29641,87,657.111
6,2023-10-29,23:33:45,S2,15885,7928,30,212.447
6,2023-10-30,07:37:46,S1,18022,9067,1,234.71
6,2023-10-30,19:54:24,S2,15253,12672,17,221.87099999999998
6,2023-10-31,07:34:29,S1,49421,8931,65,592.355
6,2023-10-31,23:20:03,S2,21821,8240,76,288.19100000000003
7,2023-10-01,04:45:21,S1,36369,12685,100,470.79900000000004
7,2023-10-01,19:15:02,S2,47578,15382,76,600.0860000000001
7,2023-10-02,06:37:23,S1,11839,34352,49,299.95
7,2023-10-02,14:19:10,S2,16000,47037,77,410.585
7,2023-10-03,05:55:52,S1,29539,25075,42,433.62899999999996
7,2023-10-03,22:24:30,S2,14071,10245,87,213.161
7,2023-10-04,11:34:25,S1,28765,46168,1,518.69
7,2023-10-04,12:22:32,S2,38717,22082,99,534.015
7,2023-10-05,07:21:05,S1,25134,26495,19,387.615
7,2023-10-05,16:30:14,S2,19342,20930,23,302.6700000000001
7,2023-10-06,04:07:21,S1,42540,9457,53,516.368
7,2023-10-06,21:51:10,S2,38401,4769,77,456.887
7,2023-10-07,05:16:58,S1,36120,36106,17,545.144
7,2023-10-07,17:40:29,S2,17045,48749,15,417.19500000000005
7,2023-10-08,08:35:30,S1,41422,13728,37,517.954
7,2023-10-08,14:29:32,S2,32744,21082,95,463.512
7,2023-10-09,03:24:16,S1,181,49560,54,260.41
7,2023-10-09,16:07:57,S2,42792,35233,71,625.844
7,2023-10-10,06:32:57,S1,31136,38261,73,517.265
7,2023-10-10,17:04:16,S2,49677,7673,94,595.939
7,2023-10-11,00:26:14,S1,7105,37191,25,262.005
7,2023-10-11,20:46:51,S2,35231,23998,96,502.733
7,2023-10-12,04:27:28,S1,24434,20192,83,366.14200000000005
7,2023-10-12,17:01:41,S2,44676,41446,20,661.22
7,2023-10-13,07:57:01,S1,9976,14602,58,184.37
7,2023-10-13,21:47:41,S2,9800,48657,97,360.68499999999995
7,2023-10-14,10:40:51,S1,37898,22987,69,522.626
7,2023-10-14,15:23:21,S2,37032,26783,63,527.0840000000001
7,2023-10-15,03:05:27,S1,17851,23808,45,306.55
7,2023-10-15,23:20:21,S2,28665,10501,64,370.119
7,2023-10-16,04:55:51,S1,9741,44243,58,330.225
7,2023-10-16,23:55:51,S2,1766,29950,51,177.60999999999999
7,2023-10-17,04:25:57,S1,2325,11280,75,94.65
7,2023-10-17,18:35:35,S2,48830,14072,90,611.418
7,2023-10-18,00:58:25,S1,7430,6871,29,115.014
7,2023-10-18,15:24:49,S2,20626,39007,21,405.49499999999995
7,2023-10-19,11:45:49,S1,701,41595,34,221.785
7,2023-10-19,14:10:06,S2,8488,40468,95,306.22
7,2023-10-20,07:53:43,S1,21180,18219,50,315.856
7,2023-10-20,21:31:18,S2,39215,37927,54,593.873
7,2023-10-21,08:26:47,S1,28654,38356,32,484.72
7,2023-10-21,13:44:33,S2,20169,46923,84,453.105
7,2023-10-22,10:18:01,S1,7048,29839,91,237.875
7,2023-10-22,18:52:53,S2,32600,34802,88,517.61
7,2023-10-23,00:31:29,S1,14722,48102,11,389.93
7,2023-10-23,17:38:10,S2,41669,34320,74,610.439
7,2023-10-24,02:44:55,S1,34124,25266,51,486.628
7,2023-10-24,23:21:56,S2,15850,25514,49,295.87
7,2023-10-25,09:01:43,S1,26718,12188,80,358.65
7,2023-10-25,12:41:25,S2,33689,6356,49,405.803
7,2023-10-26,10:15:44,S1,36819,17246,63,486.593
7,2023-10-26,22:37:39,S2,20673,13500,14,284.20300000000003
7,2023-10-27,11:13:50,S1,32258,29697,76,488.82599999999996
7,2023-10-27,13:38:09,S2,34394,35367,27,526.175
7,2023-10-28,10:28:35,S1,12365,37908,64,325.99
7,2023-10-28,23:40:20,S2,28367,25683,9,416.5690000000001
7,2023-10-29,08:09:52,S1,3027,37134,78,231.54000000000002
7,2023-10-29,20:20:34,S2,5056,30937,100,225.245
7,2023-10-30,07:08:56,S1,35322,162,29,394.99000000000007
7,2023-10-30,16:47:40,S2,30192,38474,45,503.29
7,2023-10-31,06:19:22,S1,14981,7638,69,209.143
7,2023-10-31,20:20:00,S2,42961,10714,84,532.227
8,2023-10-01,05:35:08,S1,25741,45893,44,495.675
8,2023-10-01,18:46:27,S2,36962,5490,87,445.94199999999995
8,2023-10-02,05:39:27,S1,17134,6485,93,233.01399999999998
8,2023-10-02,16:53:18,S2,22520,31190,72,395.55
8,2023-10-03,06:20:36,S1,6946,29020,23,219.16
8,2023-10-03,20:01:42,S2,19192,48139,56,443.815
8,2023-10-04,05:30:46,S1,23973,17421,33,339.9870000000001
8,2023-10-04,17:56:14,S2,10197,27833,4,241.935
8,2023-10-05,09:00:18,S1,36571,34946,36,549.265
